round,method,task,worker,fairness-pairwise, overall-satisfactory,avg-quality,avg-utility,turn
2,heuristic,32,80,0.898828125,,0.8136380096302096,0.81796875,0
3,budget,32,80,0.996875,,0.8429447390257956,0.981640625,127
3,max-cover,32,80,0.563671875,,0.8607321640468028,0.508203125,127
3,heuristic,32,80,0.84375,,0.8480573271730018,0.753125,0
4,budget,32,80,0.999609375,,0.4040774181511753,0.985546875,117
4,max-cover,32,80,0.632421875,,0.4065049274079679,0.55390625,117
4,heuristic,32,80,0.826171875,,0.4039802164494905,0.73359375,0
5,budget,32,80,0.9984375,,0.5003251663988906,0.992578125,99
5,max-cover,32,80,0.7171875,,0.5249803244995472,0.646875,99
5,heuristic,32,80,0.925,,0.5011576666994889,0.868359375,0
6,budget,32,80,0.99765625,,0.6518780463882236,0.984375,120
6,max-cover,32,80,0.734375,,0.6660661343827571,0.66328125,120
6,heuristic,32,80,0.91953125,,0.6488097548946524,0.8359375,0
7,budget,32,80,0.997265625,,0.7613504993541501,0.9796875,132
7,max-cover,32,80,0.684375,,0.7458510568993777,0.60703125,132
7,heuristic,32,80,0.84765625,,0.7575447366795625,0.7234375,0
8,budget,32,80,0.998828125,,0.5707494450196144,0.98984375,106
8,max-cover,32,80,0.7265625,,0.5750776831037864,0.665625,106
8,heuristic,32,80,0.9265625,,0.570745098255014,0.86328125,0
9,budget,32,80,0.998046875,,0.7626297543011845,0.990234375,105
9,max-cover,32,80,0.63671875,,0.7660575302812073,0.57578125,105
9,heuristic,32,80,0.856640625,,0.7621610397960626,0.755859375,0
0,budget,36,80,0.9979166666666668,,0.4236656739993064,0.9875,116
0,max-cover,36,80,0.6197916666666667,,0.4233915209310972,0.5555555555555555,116
0,heuristic,36,80,0.8680555555555556,,0.4137580682137621,0.7923611111111112,0
1,budget,36,80,0.9993055555555556,,0.4990045477336051,0.992013888888889,103
1,max-cover,36,80,0.6145833333333333,,0.496127806397929,0.5746527777777777,103
1,heuristic,36,80,0.8625,,0.4994375097704697,0.7756944444444446,0
2,budget,36,80,0.9986111111111112,,0.6279108875872264,0.9895833333333334,110
2,max-cover,36,80,0.6513888888888889,,0.6494051059954681,0.5958333333333331,110
2,heuristic,36,80,0.9045138888888888,,0.6283621574320438,0.8430555555555553,0
3,budget,36,80,0.9986111111111112,,0.8269512789180112,0.9892361111111112,111
3,max-cover,36,80,0.628125,,0.8295231169557726,0.5885416666666667,111
3,heuristic,36,80,0.8739583333333334,,0.8306496346786663,0.8170138888888892,0
4,budget,36,80,0.996875,,0.9017996844857454,0.9812499999999998,134
4,max-cover,36,80,0.7256944444444444,,0.927539906296274,0.6618055555555555,134
4,heuristic,36,80,0.9625,,0.9110074566444224,0.928472222222222,0
5,budget,36,80,0.9986111111111112,,0.6242500710585115,0.9923611111111112,102
5,max-cover,36,80,0.7270833333333333,,0.6101933518357219,0.6621527777777776,102
5,heuristic,36,80,0.8600694444444444,,0.625574108862187,0.7861111111111112,0
6,budget,36,80,0.9996527777777776,,0.5507454717345623,0.9951388888888888,94
6,max-cover,36,80,0.6864583333333334,,0.5528947556106724,0.6211805555555554,94
6,heuristic,36,80,0.8659722222222223,,0.5515610082999693,0.8135416666666666,0
7,budget,36,80,0.9996527777777776,,0.9328464921340204,0.9920138888888888,103
7,max-cover,36,80,0.7211805555555555,,0.9352005021232171,0.6600694444444444,103
7,heuristic,36,80,0.9295138888888888,,0.935089947920374,0.8847222222222222,0
8,budget,36,80,0.9989583333333332,,0.4509493124229917,0.9906250000000002,107
8,max-cover,36,80,0.6520833333333333,,0.4532131494574176,0.5934027777777777,107
8,heuristic,36,80,0.8552083333333333,,0.451176461822771,0.7607638888888889,0
9,budget,36,80,1.0,,0.7767821196449758,0.9892361111111114,111
9,max-cover,36,80,0.6447916666666667,,0.7961563602479513,0.5868055555555555,111
9,heuristic,36,80,0.8788194444444445,,0.777321472689597,0.8034722222222221,0
0,budget,40,80,0.9990625,,0.5106180355633445,0.9934375,101
0,max-cover,40,80,0.6409374999999999,,0.5252451135907954,0.5753125000000001,101
0,heuristic,40,80,0.8090625,,0.5106180355633445,0.7371875,0
1,budget,40,80,0.9978125,,0.6127209759810938,0.9946874999999998,97
1,max-cover,40,80,0.713125,,0.6113349032409108,0.6515625,97
1,heuristic,40,80,0.9215625,,0.6119643235131159,0.8849999999999998,0
2,budget,40,80,0.9996875,,0.3216517712120785,0.995,96
2,max-cover,40,80,0.6078125,,0.3206258709677602,0.55375,96
2,heuristic,40,80,0.8309375,,0.322102518383932,0.7640625,0
3,budget,40,80,0.999375,,0.3970491431835452,0.9900000000000002,112
3,max-cover,40,80,0.6684375,,0.3974832683215647,0.6071875000000001,112
3,heuristic,40,80,0.86375,,0.3950253521133864,0.7865624999999998,0
4,budget,40,80,0.9984375,,0.7855745193878775,0.9925,104
4,max-cover,40,80,0.7234375,,0.7769920450564516,0.6596875000000002,104
4,heuristic,40,80,0.9178125,,0.7907717061362058,0.8465624999999999,0
5,budget,40,80,0.9978125,,0.6810765357913546,0.9925,104
5,max-cover,40,80,0.6734375,,0.696482236143049,0.6121875000000001,104
5,heuristic,40,80,0.8878125,,0.6816620351990276,0.8175000000000001,0
6,budget,40,80,0.99875,,0.3913445691745406,0.9940624999999996,99
6,max-cover,40,80,0.576875,,0.3931844432887794,0.5293749999999999,99
6,heuristic,40,80,0.7978125,,0.3908594653246251,0.7212500000000001,0
7,budget,40,80,0.99875,,0.7377832813119232,0.9965625,91
7,max-cover,40,80,0.6134375000000001,,0.7223773370727314,0.5740625,91
7,heuristic,40,80,0.84875,,0.7387310488073273,0.7775,0
8,budget,40,80,1.0,,0.3403625031207604,0.995,96
8,max-cover,40,80,0.571875,,0.3482492736629838,0.5484375,96
8,heuristic,40,80,0.8446875,,0.3403716956235754,0.7862500000000002,0
9,budget,40,80,0.9996875,,0.6440658444855746,0.9965625,91
9,max-cover,40,80,0.62,,0.6427001357632648,0.5693750000000001,91
9,heuristic,40,80,0.843125,,0.6460007913804562,0.7787499999999999,0
0,budget,4,160,0.8265625,,4.818883466666216,0.09375,598
0,max-cover,4,160,0.3546875,,3.798915547008393,0.0703125,598
0,heuristic,4,160,0.990625,,5.029757607093023,0.1125,0
1,budget,4,160,0.8984375,,7.345170340193165,0.0875,601
1,max-cover,4,160,0.625,,7.172039102310508,0.0890625,601
1,heuristic,4,160,0.9765625,,8.28235066652712,0.1,0
2,budget,4,160,0.953125,,4.7610935234964895,0.0828125,606
2,max-cover,4,160,0.73125,,3.9925624221933895,0.0734375,606
2,heuristic,4,160,0.9875,,4.984285207102906,0.0734375,0
3,budget,4,160,0.778125,,5.390425028879153,0.0640625,615
3,max-cover,4,160,0.503125,,4.136511259754662,0.0625,615
3,heuristic,4,160,0.990625,,5.8746608113315535,0.0765625,0
4,budget,4,160,0.928125,,8.181327962689515,0.0953125,598
4,max-cover,4,160,0.80625,,7.751821968135984,0.08125,598
4,heuristic,4,160,0.9828125,,8.355948812035681,0.09375,0
5,budget,4,160,0.9953125,,8.740979276275558,0.10625,593
5,max-cover,4,160,0.740625,,6.670650761564582,0.075,593
5,heuristic,4,160,0.98125,,8.658481302089942,0.10625,0
6,budget,4,160,0.9109375,,4.7207389913612285,0.0796875,605
6,max-cover,4,160,0.678125,,4.131808875546968,0.0828125,605
6,heuristic,4,160,0.978125,,4.7944757330520895,0.0875,0
7,budget,4,160,0.9515625,,5.984502021919776,0.0859375,602
7,max-cover,4,160,0.7828125,,4.937086048285637,0.075,602
7,heuristic,4,160,0.9921875,,6.423152084583311,0.084375,0
8,budget,4,160,0.7921875,,6.949098488370307,0.08125,605
8,max-cover,4,160,0.909375,,6.520790315893766,0.1,605
8,heuristic,4,160,0.9921875,,7.232463724802638,0.0828125,0
9,budget,4,160,0.878125,,5.923337016105822,0.0953125,596
9,max-cover,4,160,0.8625,,5.307308163745017,0.0875,596
9,heuristic,4,160,0.9921875,,6.3889634638231945,0.0984375,0
0,budget,8,160,0.96484375,,3.655466423315408,0.2015625,1058
0,max-cover,8,160,0.809375,,3.325338370464357,0.1609375,1058
0,heuristic,8,160,0.9953125,,3.8235606056280687,0.20546875,0
1,budget,8,160,0.97109375,,4.323421436529163,0.18125,1085
1,max-cover,8,160,0.7484375,,3.904258187731243,0.1484375,1085
1,heuristic,8,160,0.98046875,,4.393931631450012,0.18515625,0
2,budget,8,160,0.81875,,5.406678498983918,0.18359375,1080
2,max-cover,8,160,0.49140625,,4.563156648897027,0.13203125,1080
2,heuristic,8,160,0.98359375,,5.699364020374798,0.22265625,0
3,budget,8,160,0.8234375,,4.23162425900897,0.17265625,1090
3,max-cover,8,160,0.75078125,,3.634624044749972,0.14375,1090
3,heuristic,8,160,0.9140625,,4.689040444422389,0.1921875,0
4,budget,8,160,0.959375,,3.044570235610905,0.1671875,1098
4,max-cover,8,160,0.84296875,,2.9287903346044226,0.1609375,1098
4,heuristic,8,160,0.98984375,,3.2832871825047625,0.1796875,0
5,budget,8,160,0.83125,,3.2494755282166965,0.1703125,1096
5,max-cover,8,160,0.771875,,2.9493278417686866,0.1390625,1096
5,heuristic,8,160,0.98828125,,3.3226773800378706,0.203125,0
6,budget,8,160,0.92734375,,5.389145485735702,0.184375,1080
6,max-cover,8,160,0.61640625,,4.778572017200698,0.1359375,1080
6,heuristic,8,160,0.99296875,,5.724765212226522,0.19296875,0
7,budget,8,160,0.9046875,,5.665242074705779,0.15546875,1112
7,max-cover,8,160,0.53203125,,4.977468049401104,0.13125,1112
7,heuristic,8,160,0.98515625,,5.6998021975563855,0.178125,0
8,budget,8,160,0.9421875,,3.7291672812430336,0.1953125,1065
8,max-cover,8,160,0.80234375,,3.4564272865049994,0.1796875,1065
8,heuristic,8,160,0.9921875,,3.850520785187885,0.19609375,0
9,budget,8,160,0.8703125,,3.1641502820447363,0.171875,1092
9,max-cover,8,160,0.72265625,,2.952540299493223,0.13515625,1092
9,heuristic,8,160,0.98125,,3.652704824103792,0.18984375,0
0,budget,12,160,0.9015625,,4.325732816628716,0.2708333333333333,1453
0,max-cover,12,160,0.7776041666666667,,4.005903552157994,0.2536458333333333,1453
0,heuristic,12,160,0.9901041666666668,,4.500213462304848,0.3109375,0
1,budget,12,160,0.9078125,,3.703501932393568,0.2651041666666666,1464
1,max-cover,12,160,0.6494791666666666,,3.871243096847366,0.2166666666666667,1464
1,heuristic,12,160,0.9765625,,3.898867340324424,0.2963541666666666,0
2,budget,12,160,0.9307291666666666,,4.275107466646353,0.2687499999999999,1454
2,max-cover,12,160,0.7911458333333333,,3.7835094236852456,0.2296874999999999,1454
2,heuristic,12,160,0.9963541666666668,,4.683645054033929,0.2776041666666666,0
3,budget,12,160,0.8510416666666667,,3.161751887234017,0.2713541666666667,1453
3,max-cover,12,160,0.6161458333333334,,2.8351457220701963,0.2322916666666666,1453
3,heuristic,12,160,0.98125,,3.222834856657999,0.2854166666666666,0
4,budget,12,160,0.9078125,,5.354159880208883,0.2880208333333334,1421
4,max-cover,12,160,0.6671875,,5.115429134622313,0.2213541666666666,1421
4,heuristic,12,160,0.984375,,5.418024998261011,0.3062500000000001,0
5,budget,12,160,0.8786458333333333,,3.5065988406222623,0.2703125,1455
5,max-cover,12,160,0.778125,,3.220785183721692,0.2578124999999999,1455
5,heuristic,12,160,0.9817708333333334,,3.614450329279675,0.303125,0
6,budget,12,160,0.9625,,2.88437489428181,0.3317708333333332,1341
6,max-cover,12,160,0.5463541666666667,,2.441714357122045,0.2354166666666666,1341
6,heuristic,12,160,0.9739583333333334,,2.8819969102981062,0.3348958333333333,0
7,budget,12,160,0.9114583333333334,,3.969572406809965,0.2760416666666667,1440
7,max-cover,12,160,0.6682291666666667,,3.613270612785076,0.1984375,1440
7,heuristic,12,160,0.9859375,,4.090873905233619,0.290625,0
8,budget,12,160,0.9151041666666666,,3.5291184152585,0.2640625,1462
8,max-cover,12,160,0.6588541666666667,,3.1555339149677395,0.2255208333333333,1462
8,heuristic,12,160,0.9880208333333332,,3.77133519149131,0.2770833333333333,0
9,budget,12,160,0.896875,,3.2023955691669923,0.2468749999999999,1493
9,max-cover,12,160,0.7489583333333334,,3.0566788750687905,0.2229166666666666,1493
9,heuristic,12,160,0.9859375,,3.2887630104605683,0.265625,0
0,budget,16,160,0.91796875,,2.393210040611786,0.36484375,1694
