round,method,task,worker,fairness-pairwise,overall-satisfactory,avg-quality,avg-utility,turn
7,max-cover,4,20,0.35,0.3249999999999999,26.16204839324748,0.325,46
7,heuristic,4,20,0.95,0.95,34.70039182581505,0.7125,0
4,budget,7,10,1.0,1.0,18.783072189322787,1.0,10
4,max-cover,7,10,0.9142857142857144,0.9142857142857144,21.51180565329217,0.9,10
4,heuristic,7,10,1.0,1.0,18.783072189322787,1.0,0
8,budget,4,20,0.775,0.6625,29.95015266957364,0.5875,46
8,max-cover,4,20,0.425,0.4,27.97600571588185,0.375,46
8,heuristic,4,20,0.925,0.9,30.67591924730128,0.6375,0
5,budget,7,10,1.0,1.0,12.383025759090852,1.0,10
5,max-cover,7,10,0.9571428571428572,0.9571428571428572,12.924970321506647,0.9571428571428572,10
5,heuristic,7,10,1.0,1.0,12.383025759090852,1.0,0
9,budget,4,20,0.9375,0.9,32.61741635032125,0.55,49
9,max-cover,4,20,0.2624999999999999,0.2624999999999999,25.38475379958328,0.2625,49
9,heuristic,4,20,0.8625,0.775,31.73563415146522,0.55,0
6,budget,7,10,1.0,1.0,12.59396102182175,1.0,10
6,max-cover,7,10,0.9,0.9,16.141018690952134,0.9000000000000001,10
6,heuristic,7,10,1.0,1.0,12.59396102182175,1.0,0
7,budget,7,10,0.9857142857142858,0.9571428571428572,15.886495455178144,0.9571428571428572,13
7,max-cover,7,10,0.8857142857142857,0.8857142857142857,19.75618953024134,0.8857142857142858,13
7,heuristic,7,10,1.0,1.0,15.959379326705616,0.9571428571428572,0
8,budget,7,10,1.0,1.0,14.299705658615563,1.0,10
8,max-cover,7,10,0.9285714285714286,0.9142857142857144,16.01689949446797,0.9142857142857144,10
8,heuristic,7,10,1.0,1.0,14.299705658615563,1.0,0
9,budget,7,10,1.0,1.0,15.99304556702816,1.0,10
9,max-cover,7,10,0.9142857142857144,0.9142857142857144,17.361586464376867,0.9142857142857144,10
9,heuristic,7,10,1.0,1.0,15.99304556702816,1.0,0
0,budget,8,10,1.0,1.0,8.046902964360058,1.0,10
0,max-cover,8,10,0.9375,0.9375,8.02797722545924,0.9375,10
0,heuristic,8,10,1.0,1.0,8.046902964360058,1.0,0
1,budget,8,10,1.0,1.0,15.028745151292217,1.0,10
1,max-cover,8,10,0.975,0.975,16.38812042746383,0.975,10
1,heuristic,8,10,1.0,1.0,15.028745151292217,1.0,0
2,budget,8,10,1.0,1.0,18.23533208513868,1.0,10
2,max-cover,8,10,0.8375,0.8375,20.3591360552814,0.8375,10
2,heuristic,8,10,1.0,1.0,18.23533208513868,1.0,0
3,budget,8,10,1.0,1.0,13.67816022044089,1.0,10
3,max-cover,8,10,0.9875,0.9875,14.133393733208074,0.9875,10
3,heuristic,8,10,1.0,1.0,13.67816022044089,1.0,0
4,budget,8,10,1.0,1.0,14.394556594213888,1.0,10
4,max-cover,8,10,0.925,0.925,18.308519268893807,0.925,10
4,heuristic,8,10,1.0,1.0,14.394556594213888,1.0,0
5,budget,8,10,1.0,1.0,12.869854876807128,1.0,10
5,max-cover,8,10,0.975,0.975,12.9895238095302,0.975,10
5,heuristic,8,10,1.0,1.0,12.869854876807128,1.0,0
6,budget,8,10,1.0,1.0,14.871467659361493,1.0,10
6,max-cover,8,10,1.0,1.0,14.871467659361493,1.0,10
6,heuristic,8,10,1.0,1.0,14.871467659361493,1.0,0
7,budget,8,10,1.0,1.0,8.45358062621529,1.0,10
7,max-cover,8,10,0.9,0.9,8.45358062621529,0.9,10
7,heuristic,8,10,1.0,1.0,8.45358062621529,1.0,0
8,budget,8,10,1.0,1.0,14.698072555439229,1.0,10
8,max-cover,8,10,0.925,0.925,18.34031649384768,0.925,10
8,heuristic,8,10,1.0,1.0,14.698072555439229,1.0,0
9,budget,8,10,1.0,1.0,13.334743097623493,1.0,10
9,max-cover,8,10,0.975,0.975,13.956037607481797,0.975,10
9,heuristic,8,10,1.0,1.0,13.334743097623493,1.0,0
0,budget,9,10,1.0,1.0,16.19419329124104,1.0,10
0,max-cover,9,10,0.9555555555555556,0.9555555555555556,16.94666737552059,0.9555555555555556,10
0,heuristic,9,10,1.0,1.0,16.19419329124104,1.0,0
1,budget,9,10,1.0,1.0,16.55443119623237,1.0,10
1,max-cover,9,10,0.9777777777777776,0.9777777777777776,16.566848573120616,0.977777777777778,10
1,heuristic,9,10,1.0,1.0,16.55443119623237,1.0,0
2,budget,9,10,0.9888888888888888,0.9888888888888888,17.537975931346807,0.9888888888888888,11
2,max-cover,9,10,0.9555555555555556,0.9555555555555556,19.1534919852888,0.9555555555555556,11
2,heuristic,9,10,1.0,1.0,16.627496811199492,0.9888888888888888,0
3,budget,9,10,1.0,1.0,12.780419810099032,0.9888888888888888,11
3,max-cover,9,10,0.9222222222222224,0.9222222222222224,16.4817515343193,0.9222222222222224,11
3,heuristic,9,10,1.0,1.0,12.780419810099032,0.9888888888888888,0
4,budget,9,10,1.0,1.0,12.773734626315337,1.0,10
4,max-cover,9,10,0.9222222222222224,0.9222222222222224,15.505648937531795,0.9222222222222224,10
4,heuristic,9,10,1.0,1.0,12.773734626315337,1.0,0
5,budget,9,10,1.0,1.0,15.302596044249803,1.0,10
5,max-cover,9,10,0.9888888888888888,0.9888888888888888,15.832522427224916,0.9888888888888888,10
5,heuristic,9,10,1.0,1.0,15.302596044249803,1.0,0
6,budget,9,10,1.0,1.0,13.91019417202046,1.0,10
